# curie_map:
#   ailuminate-v1.0: https://mlcommons.org/ailuminate/
#   credo-ucf: https://arxiv.org/pdf/2503.05937v1/
#   ibm-granite-guardian: https://arxiv.org/abs/2412.07724
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   nist-ai-rmf: https://www.nist.gov/itl/ai-risk-management-framework/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   mit-ai-risk-repository: https://airisk.mit.edu/
#   owasp-llm-2.0: https://owasp.org/www-project-top-10-for-large-language-model-applications/
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2025-04-07'
# mapping_set_description: Proposed mappings associated with AILuminate benchmark
# mapping_set_id: https://github.com/IBM/risk-atlas-nexus/tree/main/src/risk_atlas_nexus/data/mappings/ailuminate-v1.0.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	similarity_score	comment
credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	skos:closeMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.2	 AI possessing dangerous capabilities	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	19	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-dangerous-use	 Dangerous use	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	48	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	skos:closeMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.2	AI possessing dangerous capabilities	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:closeMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.6	 Environmental harm	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	17	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:closeMatch	nist-ai-rmf:nist-environmental-impacts	 Environmental Impacts	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	4	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:relatedMatch	ibm-risk-atlas:atlas-impact-on-the-environment	 Impact on the environment	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	31	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:relatedMatch	ibm-risk-atlas:atlas-impact-on-the-environment	Impact on the environment	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-004	Environmental harm (Slattery et al., 2024; IBM, 2024; AI, 2023)	skos:relatedMatch	nist-ai-rmf:nist-environmental-impacts	Environmental Impacts	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	skos:closeMatch	ibm-risk-atlas:atlas-data-transparency	 Lack of training data transparency	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	skos:closeMatch	ibm-risk-atlas:atlas-data-transparency	Lack of training data transparency	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	 Lack of transparency or interpretability	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	21	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-006	 Lack of inference data transparency	skos:relatedMatch	ibm-risk-atlas:atlas-data-transparency	Lack of training data transparency	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-006	 Lack of inference data transparency	skos:relatedMatch	ibm-risk-atlas:atlas-lack-of-data-transparency	 Lack of data transparency	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	23	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-006	 Lack of inference data transparency	skos:relatedMatch	ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-006	 Lack of inference data transparency	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	 Lack of transparency or interpretability	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	21	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-006	 Lack of inference data transparency	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-unreliable-source-attribution	 Unreliable source attribution	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	53	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	 Lack of transparency or interpretability	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	21	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	Information Integrity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-008	Opaque system architecture	skos:relatedMatch	nist-ai-rmf:nist-human-ai-configuration	 Human-AI Configuration	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	6	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-008	Opaque system architecture	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-008	Opaque system architecture	skos:relatedMatch	ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-008	Opaque system architecture	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	 Lack of transparency or interpretability	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	21	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-human-ai-configuration	 Human-AI Configuration	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	6	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	 Lack of transparency or interpretability	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	21	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ailuminate-v1.0:ail-hate	 Hate	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	8	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-social-bias	 Social Bias	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-impact-on-cultural-diversity	 Impact on cultural diversity	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	7	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.1	 Unfair discrimination and misrepresentation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	0	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	 Harmful Bias or Homogenization	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	5	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ailuminate-v1.0:ail-hate	Hate	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-output-bias	Output bias	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-unrepresentative-data	Unrepresentative data	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	Harmful Bias or Homogenization	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-social-bias	 Social Bias	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.1	 Unfair discrimination and misrepresentation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	0	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	 Harmful Bias or Homogenization	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	5	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-decision-bias	 Decision bias	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	61	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-decision-bias	Decision bias	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-output-bias	Output bias	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.1	Unfair discrimination and misrepresentation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-011	Disparate model performance (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	Harmful Bias or Homogenization	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-012	Unequal access to AI benefits	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-012	Unequal access to AI benefits	skos:relatedMatch	ibm-risk-atlas:atlas-dangerous-use	Dangerous use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-012	Unequal access to AI benefits	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-012	Unequal access to AI benefits	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	Harmful Bias or Homogenization	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-012	Unequal access to AI benefits	skos:relatedMatch	nist-ai-rmf:nist-human-ai-configuration	Human-AI Configuration	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:closeMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	 Dangerous, Violent, or Hateful Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	2	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ailuminate-v1.0:ail-hate	Hate	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ailuminate-v1.0:ail-sexual-content	Sexual Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-profanity	Profanity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	Sexual Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-granite-guardian:granite-violence	Violence	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-human-exploitation	Human exploitation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-spreading-toxicity	 Spreading toxicity	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	26	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	ibm-risk-atlas:atlas-spreading-toxicity	Spreading toxicity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:closeMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-013	Toxic content (Slattery et al., 2024; IBM, 2024)	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	Obscene, Degrading, and/or Abusive Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-07		Autogenerated via LLM-based matching script - reviewed by IV
credo-ucf:credo-risk-014	Obscene and sexually abusive content (Slattery et al., 2024; AI, 2023)	skos:relatedMatch	ailuminate-v1.0:ail-sex-related-crimes	 Sex-Related Crimes	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-014	Obscene and sexually abusive content (Slattery et al., 2024; AI, 2023)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	1	Autogenerated via semantic similarity script - reviewed by IV
credo-ucf:credo-risk-014	Obscene and sexually abusive content (Slattery et al., 2024; AI, 2023)	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	 Obscene, Degrading, and/or Abusive Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-07	10	Autogenerated via semantic similarity script - reviewed by IV
