# curie_map:
#   ailuminate-v1.0: https://mlcommons.org/ailuminate/
#   credo-ucf: https://arxiv.org/pdf/2503.05937v1/
#   ibm-granite-guardian: https://arxiv.org/abs/2412.07724
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   nist-ai-rmf: https://www.nist.gov/itl/ai-risk-management-framework/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   mit-ai-risk-repository: https://airisk.mit.edu/
#   owasp-llm-2.0: https://owasp.org/www-project-top-10-for-large-language-model-applications/
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2025-04-04'
# mapping_set_description: Proposed mappings associated with AILuminate benchmark
# mapping_set_id: https://github.com/IBM/risk-atlas-nexus/tree/main/src/risk_atlas_nexus/data/mappings/ailuminate-v1.0.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	similarity_score	comment
ailuminate-v1.0:ail-child-sexual-exploitation	Child Sexual Exploitation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-child-sexual-exploitation	Child Sexual Exploitation	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	 Obscene, Degrading, and/or Abusive Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	10	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	ibm-risk-atlas:atlas-dangerous-use	Dangerous use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-3.1	False or misleading information	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.1	Disinformation, surveillance, and influence at scale	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.3	Fraud, scams, and targeted manipulation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	Harmful Bias or Homogenization	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	Information Integrity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	nist-ai-rmf:nist-intellectual-property	Intellectual Property	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	Obscene, Degrading, and/or Abusive Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	LLM09:2025 Misinformation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	ibm-granite-guardian:granite-harm-engagement	 Harm Engagement	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	7	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-3.1	 False or misleading information	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	5	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-defamation	Defamation	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	 LLM09:2025 Misinformation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	8	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	ibm-granite-guardian:granite-harm-engagement	Harm Engagement	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	ibm-risk-atlas:atlas-dangerous-use	Dangerous use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	Dangerous, Violent, or Hateful Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	credo-ucf:credo-risk-013	 Toxic content (Slattery et al., 2024; IBM, 2024)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	9	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-hate	Hate	skos:closeMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	 Dangerous, Violent, or Hateful Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	2	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	ibm-granite-guardian:granite-violence	Violence	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:closeMatch	nist-ai-rmf:nist-cbrn-information-or-capabilities	CBRN Information or Capabilities	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	Dangerous, Violent, or Hateful Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	credo-ucf:credo-risk-027	 Cyberattacks, weapon development, and mass harm (AI, 2023; IBM, 2024)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	16	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	ibm-granite-guardian:granite-violence	 Violence	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	5	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.2	 Cyberattacks, weapon development or use, and mass harm	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	8	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-indiscriminate-weapons-cbrne	Indiscriminate Weapons (CBRNE)	skos:closeMatch	nist-ai-rmf:nist-cbrn-information-or-capabilities	 CBRN Information or Capabilities	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	0	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	credo-ucf:credo-risk-002	AI pursuing its own goals in conflict with human goals or values (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-risk-atlas:atlas-confidential-information-in-data	Confidential information in data	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-risk-atlas:atlas-data-privacy-rights	Data privacy rights alignment	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-risk-atlas:atlas-impact-on-human-agency	Impact on human agency	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	nist-ai-rmf:nist-data-privacy	Data Privacy	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	Information Integrity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:closeMatch	nist-ai-rmf:nist-intellectual-property	Intellectual Property	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	owasp-llm-2.0:llm052025-improper-output-handling	LLM05:2025 Improper Output Handling	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-granite-guardian:granite-harm-engagement	 Harm Engagement	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	7	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	ibm-risk-atlas:atlas-ip-information-in-prompt	 IP information in prompt	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	37	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	 Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	3	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	nist-ai-rmf:nist-intellectual-property	 Intellectual Property	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	9	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-intellectual-property	Intellectual Property	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	 LLM02:2025 Sensitive Information Disclosure	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.1	Disinformation, surveillance, and influence at scale	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.2	Cyberattacks, weapon development or use, and mass harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.3	Fraud, scams, and targeted manipulation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.2	Loss of human agency and autonomy	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.6	Environmental harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.1	AI pursuing its own goals in conflict with human goals or values	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.2	AI possessing dangerous capabilities	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	Information Integrity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	nist-ai-rmf:nist-information-security	Information Security	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	nist-ai-rmf:nist-intellectual-property	Intellectual Property	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	credo-ucf:credo-risk-026	 Fraud, scams, and targeted manipulation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	15	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-unethical-behavior	 Unethical Behavior	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	4	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.3	 Fraud, scams, and targeted manipulation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	9	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-nonviolent-crimes	Nonviolent Crimes	skos:relatedMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	 Dangerous, Violent, or Hateful Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	2	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	credo-ucf:credo-risk-036	Compromised personally identifiable information (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	credo-ucf:credo-risk-037	Compromised sensitive information (Slattery et al., 2024; IBM, 2024; AI, 2023)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	ibm-risk-atlas:atlas-confidential-data-in-prompt	Confidential data in prompt	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
